1376261020 16.205 0
1376261050 29.677 0
1376261080 39.528 0
1376261110 45.151 0
1376261140 24.999 0
1376261170 8.146 0
1376261200 7.055 0
1376261230 14.879 0
1376261260 14.141 0
1376261290 57.633 -60
1376261320 56.537 0
1376261350 19.105 0
1376261380 13.983 0
1376261410 12.204 0
1376261440 53.216 0
1376261470 10.247 0
1376261500 10.470 0
1376261530 15.760 0
1376261560 20.119 0
1376261590 43.212 0
1376261620 8.641 0
1376261650 18.226 -62
1376261680 52.571 -61
1376261710 9.352 0
1376261740 33.923 0
1376261770 13.958 0
1376261800 27.376 0
1376261830 12.359 0
1376261860 40.562 -62
1376261890 23.497 0
1376261920 60.500 0
1376261950 14.904 0
1376261980 16.816 0
1376262010 31.155 0
1376262040 7.365 0
1376262070 16.805 0
1376262100 10.195 0
1376262130 22.749 0
1376262160 24.878 0
1376262190 31.708 0
1376262220 28.282 0
1376262250 39.069 0
1376262280 17.142 0
1376262310 33.391 0
1376262340 28.959 0
1376262370 19.261 0
1376262400 13.102 0
1376262430 12.350 0
1376262460 137.474 0
1376262490 22.000 0
1376262520 29.033 0
1376262550 25.377 0
1376262580 12.061 0
1376262610 10000.286 timeout
1376262640 17.770 0
1376262670 33.479 0
1376262700 8.304 0
1376262730 10.994 0
1376262760 43.785 0
1376262790 26.086 0
1376262820 11.110 0
1376262850 28.540 0
1376262880 8.088 0
1376262910 10001.634 timeout
1376262940 33.882 0
1376262970 22.694 0
1376263000 40.760 -60
1376263030 13.844 0
1376263060 10.279 0
1376263090 11.520 0
1376263120 7.362 0
1376263150 86.867 0
1376263180 37.259 0
1376263210 11.599 0
1376263240 12.354 0
1376263270 10.282 0
1376263300 7.130 0
1376263330 7.901 0
1376263360 39.108 0
1376263390 9.809 0
1376263420 36.398 0
1376263450 12.067 0
1376263480 10.308 0
1376263510 31.833 0
1376263540 22.109 0
1376263570 27.953 0
1376263600 23.822 0
1376263630 23.357 0
1376263660 10.340 0
1376263690 7.138 0
1376263720 27.547 0
1376263750 26.585 0
1376263780 25.149 0
1376263810 21.624 0
1376263840 9.767 0
1376263870 8.696 0
1376263900 25.586 0
1376263930 32.961 0
1376263960 11.057 0
1376263990 8.342 0
1376264020 40.937 -62
1376264050 7.085 0
1376264080 10.810 0
1376264110 18.979 0
1376264140 21.664 0
1376264170 12.451 0
1376264200 7.319 0
1376264230 9.494 0
1376264260 9.553 0
1376264290 31.613 0
1376264320 6.588 0
1376264350 77.134 -61
1376264380 14.611 0
1376264410 7.972 0
1376264440 32.704 0
1376264470 25.428 0
1376264500 35.342 0
1376264530 43.831 0
1376264560 63.994 0
1376264590 19.445 0
1376264620 9.606 0
1376264650 27.018 0
1376264680 39.580 -61
1376264710 29.218 0
1376264740 13.914 0
